tensor(0.0604, device='cuda:0')
tensor(0.1183, device='cuda:0')
tensor(0.1025, device='cuda:0')
tensor(0.0219, device='cuda:0')
tensor(0.0608, device='cuda:0')
tensor(0.4204, device='cuda:0')
tensor(0.0069, device='cuda:0')
tensor(0.0473, device='cuda:0')
tensor(0.0617, device='cuda:0')
tensor(0.1966, device='cuda:0')
tensor(0.0782, device='cuda:0')
tensor(0.1137, device='cuda:0')
tensor(0.0427, device='cuda:0')
tensor(0.0552, device='cuda:0')
tensor(0.1637, device='cuda:0')
tensor(0.2256, device='cuda:0')
tensor(0.1327, device='cuda:0')
tensor(0.0666, device='cuda:0')
tensor(0.1218, device='cuda:0')
tensor(0.1037, device='cuda:0')
tensor(0.0076, device='cuda:0')
tensor(0.3841, device='cuda:0')
tensor(0.1619, device='cuda:0')
tensor(0.0144, device='cuda:0')
tensor(0.0755, device='cuda:0')
tensor(0.1847, device='cuda:0')
tensor(0.0765, device='cuda:0')
tensor(0.2087, device='cuda:0')
tensor(0.2145, device='cuda:0')
tensor(0.2735, device='cuda:0')
tensor(0.1268, device='cuda:0')
tensor(0.0733, device='cuda:0')
tensor(0.1785, device='cuda:0')
tensor(0.0598, device='cuda:0')
tensor(0.0129, device='cuda:0')
tensor(0.0635, device='cuda:0')
tensor(0.6525, device='cuda:0')
tensor(0.2243, device='cuda:0')
tensor(0.0727, device='cuda:0')
tensor(0.1714, device='cuda:0')
tensor(0.0292, device='cuda:0')
tensor(0.0131, device='cuda:0')
tensor(0.1280, device='cuda:0')
tensor(0.0723, device='cuda:0')
tensor(0.0788, device='cuda:0')
tensor(0.1741, device='cuda:0')
tensor(0.0087, device='cuda:0')
tensor(0.0413, device='cuda:0')
tensor(0.4904, device='cuda:0')
tensor(0.0270, device='cuda:0')
tensor(0.1012, device='cuda:0')
tensor(0.0060, device='cuda:0')
tensor(0.0241, device='cuda:0')
tensor(0.0039, device='cuda:0')
tensor(0.0037, device='cuda:0')
tensor(0.2195, device='cuda:0')
tensor(0.2753, device='cuda:0')
tensor(0.6926, device='cuda:0')
tensor(0.3736, device='cuda:0')
tensor(0.0296, device='cuda:0')
tensor(0.0546, device='cuda:0')
tensor(0.0987, device='cuda:0')
tensor(0.1432, device='cuda:0')
tensor(0.1363, device='cuda:0')
tensor(0.0983, device='cuda:0')
tensor(0.0830, device='cuda:0')
tensor(0.1171, device='cuda:0')
tensor(0.1580, device='cuda:0')
tensor(0.2543, device='cuda:0')
tensor(0.2112, device='cuda:0')
tensor(0.0473, device='cuda:0')
tensor(0.0197, device='cuda:0')
tensor(0.0555, device='cuda:0')
tensor(0.1287, device='cuda:0')
tensor(0.1631, device='cuda:0')
tensor(0.1970, device='cuda:0')
tensor(0.0068, device='cuda:0')
tensor(0.2268, device='cuda:0')
tensor(0.2000, device='cuda:0')
tensor(0.1384, device='cuda:0')
tensor(0.0157, device='cuda:0')
tensor(0.1048, device='cuda:0')
tensor(0.0824, device='cuda:0')
tensor(0.1013, device='cuda:0')
tensor(0.2456, device='cuda:0')
tensor(0.1453, device='cuda:0')
tensor(0.3455, device='cuda:0')
tensor(0.3876, device='cuda:0')
tensor(0.2414, device='cuda:0')
tensor(0.3370, device='cuda:0')
tensor(0.4091, device='cuda:0')
tensor(0.0715, device='cuda:0')
tensor(0.4375, device='cuda:0')
tensor(0.0306, device='cuda:0')
tensor(0.3213, device='cuda:0')
tensor(0.3806, device='cuda:0')
tensor(0.1564, device='cuda:0')
tensor(0.0724, device='cuda:0')
tensor(0.3689, device='cuda:0')
tensor(0.3456, device='cuda:0')
tensor(0.1575, device='cuda:0')
tensor(0.1344, device='cuda:0')
tensor(0.3242, device='cuda:0')
tensor(0.2025, device='cuda:0')
tensor(0.2391, device='cuda:0')
tensor(0.1176, device='cuda:0')
tensor(0.7794, device='cuda:0')
tensor(0.0051, device='cuda:0')
tensor(0.7167, device='cuda:0')
tensor(0.0018, device='cuda:0')
tensor(0.0096, device='cuda:0')
tensor(0.0080, device='cuda:0')
tensor(0.0504, device='cuda:0')
tensor(0.1513, device='cuda:0')
tensor(0.4399, device='cuda:0')
tensor(0.3055, device='cuda:0')
tensor(0.3144, device='cuda:0')
tensor(0.1944, device='cuda:0')
tensor(0.1850, device='cuda:0')
tensor(0.0966, device='cuda:0')
tensor(0.2249, device='cuda:0')
tensor(0.1172, device='cuda:0')
tensor(0.4607, device='cuda:0')
tensor(0.1960, device='cuda:0')
tensor(0.0090, device='cuda:0')
tensor(0.0056, device='cuda:0')
tensor(0.3601, device='cuda:0')
tensor(0.1852, device='cuda:0')
tensor(0.2363, device='cuda:0')
tensor(0.0576, device='cuda:0')
tensor(0.3095, device='cuda:0')
tensor(0.1960, device='cuda:0')
tensor(0.0500, device='cuda:0')
tensor(0.3503, device='cuda:0')
tensor(0.1966, device='cuda:0')
tensor(0.0015, device='cuda:0')
tensor(0.2588, device='cuda:0')
tensor(0.0428, device='cuda:0')
tensor(0.3505, device='cuda:0')
tensor(0.1116, device='cuda:0')
tensor(0.3379, device='cuda:0')
tensor(0.1147, device='cuda:0')
tensor(0.3531, device='cuda:0')
tensor(0.3179, device='cuda:0')
tensor(0.0109, device='cuda:0')
tensor(0.0021, device='cuda:0')
tensor(0.1207, device='cuda:0')
tensor(0.2207, device='cuda:0')
tensor(0.1597, device='cuda:0')
tensor(0.0034, device='cuda:0')
tensor(0.0196, device='cuda:0')
tensor(0.0473, device='cuda:0')
tensor(0.2033, device='cuda:0')
tensor(0.3080, device='cuda:0')
tensor(0.3003, device='cuda:0')
tensor(0.0035, device='cuda:0')
tensor(0.1899, device='cuda:0')
tensor(0.2089, device='cuda:0')
tensor(0.0161, device='cuda:0')
tensor(0.0322, device='cuda:0')
tensor(0.1963, device='cuda:0')
tensor(0.1930, device='cuda:0')
tensor(0.1223, device='cuda:0')
tensor(0.0154, device='cuda:0')
tensor(0.0980, device='cuda:0')
tensor(0.2321, device='cuda:0')
tensor(0.2945, device='cuda:0')
tensor(0.0266, device='cuda:0')
tensor(0.2126, device='cuda:0')
tensor(0.0076, device='cuda:0')
tensor(0.0388, device='cuda:0')
tensor(0.0881, device='cuda:0')
tensor(0.2216, device='cuda:0')
tensor(0.0423, device='cuda:0')
tensor(0.0526, device='cuda:0')
tensor(0.2257, device='cuda:0')
tensor(0.1137, device='cuda:0')
tensor(0.0113, device='cuda:0')
tensor(0.0099, device='cuda:0')
tensor(0.2027, device='cuda:0')
tensor(0.1323, device='cuda:0')
tensor(0.0066, device='cuda:0')
tensor(0.1449, device='cuda:0')
tensor(0.0205, device='cuda:0')
tensor(0.2967, device='cuda:0')
tensor(0.0223, device='cuda:0')
tensor(0.2112, device='cuda:0')
tensor(0.1097, device='cuda:0')
