tensor(0.0482, device='cuda:0')
tensor(0.1480, device='cuda:0')
tensor(0.0532, device='cuda:0')
tensor(0.0178, device='cuda:0')
tensor(0.0162, device='cuda:0')
tensor(0.0288, device='cuda:0')
tensor(0.0121, device='cuda:0')
tensor(0.4899, device='cuda:0')
tensor(0.0879, device='cuda:0')
tensor(0.0318, device='cuda:0')
tensor(0.1935, device='cuda:0')
tensor(0.0974, device='cuda:0')
tensor(0.2731, device='cuda:0')
tensor(0.1477, device='cuda:0')
tensor(0.0022, device='cuda:0')
tensor(0.0072, device='cuda:0')
tensor(0.0903, device='cuda:0')
tensor(0.5298, device='cuda:0')
tensor(0.0833, device='cuda:0')
tensor(0.0226, device='cuda:0')
tensor(0.0684, device='cuda:0')
tensor(0.2111, device='cuda:0')
tensor(0.1788, device='cuda:0')
tensor(0.0215, device='cuda:0')
tensor(0.1704, device='cuda:0')
tensor(0.1239, device='cuda:0')
tensor(0.3583, device='cuda:0')
tensor(0.0825, device='cuda:0')
tensor(0.0848, device='cuda:0')
tensor(0.3185, device='cuda:0')
tensor(0.0982, device='cuda:0')
tensor(0.0089, device='cuda:0')
tensor(0.0858, device='cuda:0')
tensor(0.0282, device='cuda:0')
tensor(0.2281, device='cuda:0')
tensor(0.2572, device='cuda:0')
tensor(0.3634, device='cuda:0')
tensor(0.0684, device='cuda:0')
tensor(0.0495, device='cuda:0')
tensor(0.1023, device='cuda:0')
tensor(0.0703, device='cuda:0')
tensor(0.0632, device='cuda:0')
tensor(0.1039, device='cuda:0')
tensor(0.3439, device='cuda:0')
tensor(1.0986, device='cuda:0')
tensor(0.0964, device='cuda:0')
tensor(0.6058, device='cuda:0')
tensor(1.1484, device='cuda:0')
tensor(0.1183, device='cuda:0')
tensor(0.1155, device='cuda:0')
tensor(0.0574, device='cuda:0')
tensor(0.1076, device='cuda:0')
tensor(0.0342, device='cuda:0')
tensor(0.2434, device='cuda:0')
tensor(0.2816, device='cuda:0')
tensor(0.1830, device='cuda:0')
tensor(0.1160, device='cuda:0')
tensor(0.2826, device='cuda:0')
tensor(0.1155, device='cuda:0')
tensor(0.1113, device='cuda:0')
tensor(0.0579, device='cuda:0')
tensor(0.3803, device='cuda:0')
tensor(0.6350, device='cuda:0')
tensor(0.0536, device='cuda:0')
tensor(0.0755, device='cuda:0')
tensor(0.0804, device='cuda:0')
tensor(0.3911, device='cuda:0')
tensor(0.4361, device='cuda:0')
tensor(0.2709, device='cuda:0')
tensor(0.0120, device='cuda:0')
tensor(0.3024, device='cuda:0')
tensor(0.2185, device='cuda:0')
tensor(0.1385, device='cuda:0')
tensor(0.0671, device='cuda:0')
tensor(0.0949, device='cuda:0')
tensor(0.0669, device='cuda:0')
tensor(0.6495, device='cuda:0')
tensor(0.0121, device='cuda:0')
tensor(0.1976, device='cuda:0')
tensor(0.0132, device='cuda:0')
tensor(0.1312, device='cuda:0')
tensor(0.0111, device='cuda:0')
tensor(0.0069, device='cuda:0')
tensor(0.0198, device='cuda:0')
tensor(0.1265, device='cuda:0')
tensor(0.0429, device='cuda:0')
tensor(0.4568, device='cuda:0')
tensor(0.0797, device='cuda:0')
tensor(0.1022, device='cuda:0')
tensor(0.1471, device='cuda:0')
tensor(0.1459, device='cuda:0')
tensor(0.3469, device='cuda:0')
tensor(0.1211, device='cuda:0')
tensor(0.0159, device='cuda:0')
tensor(0.0903, device='cuda:0')
tensor(0.0801, device='cuda:0')
tensor(0.1449, device='cuda:0')
tensor(0.4204, device='cuda:0')
tensor(0.2404, device='cuda:0')
tensor(0.0589, device='cuda:0')
tensor(0.1773, device='cuda:0')
tensor(0.0405, device='cuda:0')
tensor(0.1857, device='cuda:0')
tensor(0.3023, device='cuda:0')
tensor(0.0647, device='cuda:0')
tensor(0.2579, device='cuda:0')
tensor(0.1182, device='cuda:0')
tensor(0.1789, device='cuda:0')
tensor(0.0099, device='cuda:0')
tensor(0.3856, device='cuda:0')
tensor(0.0487, device='cuda:0')
tensor(0.0981, device='cuda:0')
tensor(0.4397, device='cuda:0')
tensor(0.0423, device='cuda:0')
tensor(0.1064, device='cuda:0')
tensor(0.1441, device='cuda:0')
tensor(0.0997, device='cuda:0')
tensor(0.1732, device='cuda:0')
tensor(0.0350, device='cuda:0')
tensor(0.0090, device='cuda:0')
tensor(0.1675, device='cuda:0')
tensor(0.3914, device='cuda:0')
tensor(0.1048, device='cuda:0')
tensor(0.1930, device='cuda:0')
tensor(0.0202, device='cuda:0')
tensor(0.0113, device='cuda:0')
tensor(0.0821, device='cuda:0')
tensor(0.3515, device='cuda:0')
tensor(0.3800, device='cuda:0')
tensor(0.2821, device='cuda:0')
tensor(0.0770, device='cuda:0')
tensor(0.7055, device='cuda:0')
tensor(0.1547, device='cuda:0')
tensor(0.0638, device='cuda:0')
tensor(0.0196, device='cuda:0')
tensor(0.0232, device='cuda:0')
tensor(0.1106, device='cuda:0')
tensor(0.0112, device='cuda:0')
tensor(0.0083, device='cuda:0')
tensor(0.0739, device='cuda:0')
tensor(0.4653, device='cuda:0')
tensor(0.0541, device='cuda:0')
tensor(0.2621, device='cuda:0')
tensor(0.0240, device='cuda:0')
tensor(0.0668, device='cuda:0')
tensor(0.3791, device='cuda:0')
tensor(0.9656, device='cuda:0')
tensor(0.1701, device='cuda:0')
tensor(0.0210, device='cuda:0')
tensor(0.0444, device='cuda:0')
tensor(0.3529, device='cuda:0')
tensor(0.3201, device='cuda:0')
tensor(0.2605, device='cuda:0')
tensor(0.2373, device='cuda:0')
tensor(0.2748, device='cuda:0')
tensor(0.2882, device='cuda:0')
tensor(0.0046, device='cuda:0')
tensor(0.0242, device='cuda:0')
tensor(0.3706, device='cuda:0')
tensor(0.0703, device='cuda:0')
tensor(0.4200, device='cuda:0')
tensor(0.1755, device='cuda:0')
tensor(0.1762, device='cuda:0')
tensor(0.0141, device='cuda:0')
tensor(0.2034, device='cuda:0')
tensor(0.1164, device='cuda:0')
tensor(0.0037, device='cuda:0')
tensor(0.3499, device='cuda:0')
tensor(0.0040, device='cuda:0')
tensor(0.2600, device='cuda:0')
tensor(0.1297, device='cuda:0')
tensor(0.1502, device='cuda:0')
tensor(0.4071, device='cuda:0')
tensor(0.2184, device='cuda:0')
tensor(0.1409, device='cuda:0')
tensor(0.1518, device='cuda:0')
tensor(0.0710, device='cuda:0')
tensor(0.2896, device='cuda:0')
tensor(0.0465, device='cuda:0')
tensor(0.4120, device='cuda:0')
tensor(0.4051, device='cuda:0')
tensor(0.0287, device='cuda:0')
tensor(0.0215, device='cuda:0')
tensor(0.0037, device='cuda:0')
tensor(0.0669, device='cuda:0')
tensor(0.0196, device='cuda:0')
tensor(0.4150, device='cuda:0')
tensor(0.0039, device='cuda:0')
tensor(0.1582, device='cuda:0')
tensor(0.0063, device='cuda:0')
tensor(0.4194, device='cuda:0')
tensor(0.0201, device='cuda:0')
tensor(0.1923, device='cuda:0')
tensor(0.1043, device='cuda:0')
tensor(0.2233, device='cuda:0')
tensor(0.2019, device='cuda:0')
tensor(0.1812, device='cuda:0')
tensor(0.3151, device='cuda:0')
tensor(0.0359, device='cuda:0')
tensor(0.0563, device='cuda:0')
tensor(0.2150, device='cuda:0')
tensor(0.0627, device='cuda:0')
tensor(0.1186, device='cuda:0')
tensor(0.1602, device='cuda:0')
tensor(0.0059, device='cuda:0')
tensor(0.2572, device='cuda:0')
tensor(0.2225, device='cuda:0')
tensor(0.1448, device='cuda:0')
tensor(0.0321, device='cuda:0')
