tensor(0.0663, device='cuda:0')
tensor(0.2280, device='cuda:0')
tensor(0.3446, device='cuda:0')
tensor(0.0010, device='cuda:0')
tensor(0.1106, device='cuda:0')
tensor(0.0555, device='cuda:0')
tensor(0.1774, device='cuda:0')
tensor(0.0242, device='cuda:0')
tensor(0.1887, device='cuda:0')
tensor(0.0919, device='cuda:0')
tensor(0.0606, device='cuda:0')
tensor(0.0962, device='cuda:0')
tensor(0.2373, device='cuda:0')
tensor(0.0350, device='cuda:0')
tensor(0.1949, device='cuda:0')
tensor(0.0154, device='cuda:0')
tensor(0.1642, device='cuda:0')
tensor(0.0796, device='cuda:0')
tensor(0.6727, device='cuda:0')
tensor(0.0740, device='cuda:0')
tensor(0.2151, device='cuda:0')
tensor(0.2068, device='cuda:0')
tensor(0.0081, device='cuda:0')
tensor(0.2110, device='cuda:0')
tensor(0.0685, device='cuda:0')
tensor(0.1593, device='cuda:0')
tensor(0.3406, device='cuda:0')
tensor(0.3261, device='cuda:0')
tensor(0.1021, device='cuda:0')
tensor(0.0067, device='cuda:0')
tensor(0.0684, device='cuda:0')
tensor(0.0700, device='cuda:0')
tensor(0.4179, device='cuda:0')
tensor(0.0177, device='cuda:0')
tensor(0.1901, device='cuda:0')
tensor(0.2153, device='cuda:0')
tensor(0.2465, device='cuda:0')
tensor(0.3658, device='cuda:0')
tensor(0.0040, device='cuda:0')
tensor(0.0101, device='cuda:0')
tensor(0.0159, device='cuda:0')
tensor(0.0587, device='cuda:0')
tensor(0.2200, device='cuda:0')
tensor(0.1010, device='cuda:0')
tensor(0.3411, device='cuda:0')
tensor(0.0582, device='cuda:0')
tensor(0.0055, device='cuda:0')
tensor(0.1628, device='cuda:0')
tensor(0.8905, device='cuda:0')
tensor(0.1336, device='cuda:0')
tensor(0.0491, device='cuda:0')
tensor(0.0579, device='cuda:0')
tensor(0.0427, device='cuda:0')
tensor(0.6287, device='cuda:0')
tensor(0.2307, device='cuda:0')
tensor(0.1951, device='cuda:0')
tensor(0.0063, device='cuda:0')
tensor(0.1554, device='cuda:0')
tensor(0.0311, device='cuda:0')
tensor(0.3157, device='cuda:0')
tensor(0.3079, device='cuda:0')
tensor(0.1400, device='cuda:0')
tensor(0.1000, device='cuda:0')
tensor(0.0381, device='cuda:0')
tensor(0.0067, device='cuda:0')
tensor(0.3719, device='cuda:0')
