tensor(0.2199, device='cuda:0')
tensor(0.0603, device='cuda:0')
tensor(0.1841, device='cuda:0')
tensor(0.0776, device='cuda:0')
tensor(0.1093, device='cuda:0')
tensor(0.1074, device='cuda:0')
tensor(0.0405, device='cuda:0')
tensor(0.4832, device='cuda:0')
tensor(0.0528, device='cuda:0')
tensor(0.1237, device='cuda:0')
tensor(0.1192, device='cuda:0')
tensor(0.3484, device='cuda:0')
tensor(0.0890, device='cuda:0')
tensor(0.1217, device='cuda:0')
tensor(0.0470, device='cuda:0')
tensor(0.4301, device='cuda:0')
tensor(0.4658, device='cuda:0')
tensor(0.0683, device='cuda:0')
tensor(0.1208, device='cuda:0')
tensor(0.1136, device='cuda:0')
tensor(0.3952, device='cuda:0')
tensor(0.3236, device='cuda:0')
tensor(0.2293, device='cuda:0')
tensor(0.0680, device='cuda:0')
tensor(0.2060, device='cuda:0')
tensor(0.0062, device='cuda:0')
tensor(0.0970, device='cuda:0')
tensor(0.0030, device='cuda:0')
tensor(0.3393, device='cuda:0')
tensor(0.4025, device='cuda:0')
tensor(0.2535, device='cuda:0')
tensor(0.0671, device='cuda:0')
tensor(1.0655, device='cuda:0')
tensor(0.3602, device='cuda:0')
tensor(0.0029, device='cuda:0')
tensor(0.1437, device='cuda:0')
tensor(0.0942, device='cuda:0')
tensor(0.6788, device='cuda:0')
tensor(0.1065, device='cuda:0')
tensor(0.0185, device='cuda:0')
tensor(0.3373, device='cuda:0')
tensor(0.4060, device='cuda:0')
tensor(0.8410, device='cuda:0')
tensor(0.0919, device='cuda:0')
tensor(0.1288, device='cuda:0')
tensor(0.0915, device='cuda:0')
tensor(0.2588, device='cuda:0')
tensor(0.1009, device='cuda:0')
tensor(0.1827, device='cuda:0')
tensor(0.3159, device='cuda:0')
tensor(0.3264, device='cuda:0')
tensor(0.2676, device='cuda:0')
tensor(0.0461, device='cuda:0')
tensor(0.0927, device='cuda:0')
tensor(0.1217, device='cuda:0')
tensor(0.2629, device='cuda:0')
tensor(0.2282, device='cuda:0')
tensor(0.0697, device='cuda:0')
tensor(0.1652, device='cuda:0')
tensor(0.2418, device='cuda:0')
tensor(0.2361, device='cuda:0')
tensor(0.2644, device='cuda:0')
tensor(0.2794, device='cuda:0')
tensor(0.0808, device='cuda:0')
tensor(0.2821, device='cuda:0')
tensor(0.2300, device='cuda:0')
tensor(0.2821, device='cuda:0')
tensor(0.1427, device='cuda:0')
tensor(0.1711, device='cuda:0')
tensor(0.2214, device='cuda:0')
tensor(0.0383, device='cuda:0')
tensor(0.0427, device='cuda:0')
tensor(0.2364, device='cuda:0')
tensor(0.1134, device='cuda:0')
tensor(0.1842, device='cuda:0')
tensor(0.1237, device='cuda:0')
tensor(0.0569, device='cuda:0')
tensor(0.1563, device='cuda:0')
tensor(0.3507, device='cuda:0')
tensor(0.0545, device='cuda:0')
tensor(0.4918, device='cuda:0')
tensor(0.3104, device='cuda:0')
tensor(0.2342, device='cuda:0')
tensor(0.5383, device='cuda:0')
