tensor(0.0119, device='cuda:0')
tensor(0.0111, device='cuda:0')
tensor(0.0037, device='cuda:0')
tensor(0.1130, device='cuda:0')
tensor(0.0008, device='cuda:0')
tensor(0.0598, device='cuda:0')
tensor(0.0830, device='cuda:0')
tensor(0.0810, device='cuda:0')
tensor(0.0939, device='cuda:0')
tensor(0.4475, device='cuda:0')
tensor(0.0037, device='cuda:0')
tensor(0.3455, device='cuda:0')
tensor(0.2826, device='cuda:0')
tensor(0.1169, device='cuda:0')
tensor(0.1938, device='cuda:0')
tensor(0.0633, device='cuda:0')
tensor(0.0218, device='cuda:0')
tensor(0.0609, device='cuda:0')
tensor(0.0448, device='cuda:0')
tensor(0.0074, device='cuda:0')
tensor(0.0896, device='cuda:0')
tensor(0.6997, device='cuda:0')
tensor(0.1582, device='cuda:0')
tensor(0.3693, device='cuda:0')
tensor(0.3457, device='cuda:0')
tensor(0.0076, device='cuda:0')
tensor(0.1177, device='cuda:0')
tensor(0.0025, device='cuda:0')
tensor(0.0554, device='cuda:0')
tensor(0.0149, device='cuda:0')
tensor(0.4662, device='cuda:0')
tensor(0.0092, device='cuda:0')
tensor(0.0012, device='cuda:0')
tensor(0.8784, device='cuda:0')
tensor(0.0822, device='cuda:0')
tensor(0.0252, device='cuda:0')
tensor(0.0123, device='cuda:0')
tensor(0.1680, device='cuda:0')
tensor(0.0019, device='cuda:0')
tensor(0.3332, device='cuda:0')
tensor(0.3133, device='cuda:0')
tensor(0.3290, device='cuda:0')
tensor(0.0992, device='cuda:0')
tensor(0.0290, device='cuda:0')
tensor(0.0660, device='cuda:0')
tensor(0.1345, device='cuda:0')
tensor(0.3225, device='cuda:0')
tensor(0.0495, device='cuda:0')
tensor(0.3699, device='cuda:0')
tensor(0.2654, device='cuda:0')
tensor(0.0052, device='cuda:0')
tensor(0.0889, device='cuda:0')
tensor(0.1114, device='cuda:0')
tensor(0.0401, device='cuda:0')
tensor(0.4308, device='cuda:0')
tensor(0.5314, device='cuda:0')
tensor(0.0611, device='cuda:0')
tensor(0.2379, device='cuda:0')
tensor(0.0700, device='cuda:0')
tensor(0.0466, device='cuda:0')
tensor(0.0172, device='cuda:0')
tensor(0.0760, device='cuda:0')
tensor(0.5184, device='cuda:0')
tensor(0.1755, device='cuda:0')
tensor(0.0043, device='cuda:0')
tensor(0.0745, device='cuda:0')
tensor(0.2229, device='cuda:0')
tensor(0.3155, device='cuda:0')
tensor(0.3160, device='cuda:0')
tensor(0.0214, device='cuda:0')
tensor(0.0148, device='cuda:0')
tensor(0.0068, device='cuda:0')
tensor(0.2843, device='cuda:0')
tensor(0.0020, device='cuda:0')
tensor(0.1001, device='cuda:0')
tensor(0.1196, device='cuda:0')
tensor(0.1159, device='cuda:0')
tensor(0.0318, device='cuda:0')
tensor(0.4370, device='cuda:0')
tensor(0.0408, device='cuda:0')
tensor(0.0659, device='cuda:0')
tensor(0.1312, device='cuda:0')
tensor(0.2461, device='cuda:0')
tensor(0.0598, device='cuda:0')
tensor(0.3120, device='cuda:0')
tensor(0.0371, device='cuda:0')
tensor(0.0541, device='cuda:0')
tensor(0.1770, device='cuda:0')
tensor(0.0364, device='cuda:0')
tensor(0.1283, device='cuda:0')
tensor(0.0526, device='cuda:0')
tensor(0.1435, device='cuda:0')
tensor(0.1231, device='cuda:0')
tensor(0.1051, device='cuda:0')
tensor(0.6724, device='cuda:0')
tensor(0.2000, device='cuda:0')
tensor(0.0964, device='cuda:0')
tensor(0.2707, device='cuda:0')
