tensor(0.0293, device='cuda:0')
tensor(0.3154, device='cuda:0')
tensor(0.1336, device='cuda:0')
tensor(0.0100, device='cuda:0')
tensor(0.3749, device='cuda:0')
tensor(0.0302, device='cuda:0')
tensor(0.1344, device='cuda:0')
tensor(0.0074, device='cuda:0')
tensor(0.0430, device='cuda:0')
tensor(0.0752, device='cuda:0')
tensor(0.1174, device='cuda:0')
tensor(0.1453, device='cuda:0')
tensor(0.0860, device='cuda:0')
tensor(0.1762, device='cuda:0')
tensor(0.0074, device='cuda:0')
tensor(0.0010, device='cuda:0')
tensor(0.5943, device='cuda:0')
tensor(0.1112, device='cuda:0')
tensor(0.3571, device='cuda:0')
tensor(0.1162, device='cuda:0')
tensor(0.8778, device='cuda:0')
tensor(0.3478, device='cuda:0')
tensor(0.0676, device='cuda:0')
tensor(0.0010, device='cuda:0')
tensor(0.1642, device='cuda:0')
tensor(0.1249, device='cuda:0')
tensor(0.0284, device='cuda:0')
tensor(0.0064, device='cuda:0')
tensor(0.1746, device='cuda:0')
tensor(0.0273, device='cuda:0')
tensor(0.0120, device='cuda:0')
tensor(0.0848, device='cuda:0')
tensor(0.2455, device='cuda:0')
tensor(0.0810, device='cuda:0')
tensor(0.0703, device='cuda:0')
tensor(0.0035, device='cuda:0')
tensor(0.7900, device='cuda:0')
tensor(0.0455, device='cuda:0')
tensor(0.1393, device='cuda:0')
tensor(0.0142, device='cuda:0')
tensor(0.0151, device='cuda:0')
tensor(0.0800, device='cuda:0')
tensor(0.0086, device='cuda:0')
tensor(0.1689, device='cuda:0')
tensor(0.0605, device='cuda:0')
tensor(0.0075, device='cuda:0')
tensor(0.2911, device='cuda:0')
tensor(0.0723, device='cuda:0')
tensor(0.0516, device='cuda:0')
tensor(0.0018, device='cuda:0')
tensor(0.3786, device='cuda:0')
tensor(0.0321, device='cuda:0')
tensor(0.1896, device='cuda:0')
tensor(0.0091, device='cuda:0')
tensor(0.2113, device='cuda:0')
tensor(0.1690, device='cuda:0')
tensor(0.1189, device='cuda:0')
tensor(0.2249, device='cuda:0')
tensor(0.2172, device='cuda:0')
tensor(0.0192, device='cuda:0')
tensor(0.0194, device='cuda:0')
tensor(0.0015, device='cuda:0')
tensor(0.1888, device='cuda:0')
tensor(0.0140, device='cuda:0')
tensor(0.0211, device='cuda:0')
tensor(0.0627, device='cuda:0')
tensor(0.1111, device='cuda:0')
tensor(0.2093, device='cuda:0')
tensor(0.0106, device='cuda:0')
tensor(0.3958, device='cuda:0')
tensor(0.0372, device='cuda:0')
tensor(0.0811, device='cuda:0')
tensor(0.0602, device='cuda:0')
tensor(0.0280, device='cuda:0')
tensor(0.0948, device='cuda:0')
tensor(0.0057, device='cuda:0')
tensor(0.0784, device='cuda:0')
tensor(0.0100, device='cuda:0')
tensor(0.1637, device='cuda:0')
tensor(0.4247, device='cuda:0')
tensor(0.2565, device='cuda:0')
tensor(0.1339, device='cuda:0')
tensor(0.0324, device='cuda:0')
tensor(0.2020, device='cuda:0')
tensor(0.0050, device='cuda:0')
tensor(0.5183, device='cuda:0')
tensor(0.1118, device='cuda:0')
tensor(0.0979, device='cuda:0')
tensor(0.1004, device='cuda:0')
tensor(0.0362, device='cuda:0')
tensor(0.0014, device='cuda:0')
tensor(0.0494, device='cuda:0')
tensor(0.0076, device='cuda:0')
tensor(0.2377, device='cuda:0')
tensor(0.0585, device='cuda:0')
tensor(0.0056, device='cuda:0')
tensor(0.6294, device='cuda:0')
tensor(0.4938, device='cuda:0')
tensor(0.4155, device='cuda:0')
tensor(0.1345, device='cuda:0')
tensor(0.1242, device='cuda:0')
tensor(0.2948, device='cuda:0')
tensor(0.0717, device='cuda:0')
tensor(0.0618, device='cuda:0')
tensor(0.0845, device='cuda:0')
tensor(0.0847, device='cuda:0')
tensor(0.1501, device='cuda:0')
tensor(0.0128, device='cuda:0')
tensor(0.0457, device='cuda:0')
tensor(0.3565, device='cuda:0')
tensor(0.5817, device='cuda:0')
tensor(0.1684, device='cuda:0')
tensor(0.0525, device='cuda:0')
tensor(0.0127, device='cuda:0')
tensor(0.2351, device='cuda:0')
tensor(0.0788, device='cuda:0')
tensor(0.3399, device='cuda:0')
tensor(0.0759, device='cuda:0')
tensor(0.0441, device='cuda:0')
tensor(0.4244, device='cuda:0')
tensor(0.0019, device='cuda:0')
tensor(0.0333, device='cuda:0')
tensor(0.1469, device='cuda:0')
tensor(0.0096, device='cuda:0')
tensor(0.2223, device='cuda:0')
tensor(0.0759, device='cuda:0')
tensor(0.6981, device='cuda:0')
tensor(0.1203, device='cuda:0')
tensor(0.1429, device='cuda:0')
tensor(0.0495, device='cuda:0')
tensor(0.0300, device='cuda:0')
tensor(0.1917, device='cuda:0')
tensor(0.0131, device='cuda:0')
tensor(0.0371, device='cuda:0')
tensor(0.1784, device='cuda:0')
tensor(0.2520, device='cuda:0')
tensor(0.0826, device='cuda:0')
tensor(0.1586, device='cuda:0')
tensor(0.0575, device='cuda:0')
tensor(0.1496, device='cuda:0')
tensor(0.2758, device='cuda:0')
tensor(0.0245, device='cuda:0')
tensor(0.0886, device='cuda:0')
tensor(0.0493, device='cuda:0')
tensor(0.1048, device='cuda:0')
tensor(0.0622, device='cuda:0')
tensor(0.1082, device='cuda:0')
tensor(0.2844, device='cuda:0')
tensor(0.0182, device='cuda:0')
tensor(0.1695, device='cuda:0')
tensor(0.5996, device='cuda:0')
tensor(0.0182, device='cuda:0')
tensor(0.1726, device='cuda:0')
tensor(0.0371, device='cuda:0')
tensor(0.4740, device='cuda:0')
tensor(0.0036, device='cuda:0')
tensor(0.0010, device='cuda:0')
tensor(0.0037, device='cuda:0')
tensor(0.0047, device='cuda:0')
tensor(0.0073, device='cuda:0')
tensor(0.1349, device='cuda:0')
tensor(0.1059, device='cuda:0')
tensor(0.3006, device='cuda:0')
tensor(0.1893, device='cuda:0')
tensor(0.1540, device='cuda:0')
tensor(0.1002, device='cuda:0')
tensor(0.0211, device='cuda:0')
tensor(0.0123, device='cuda:0')
tensor(0.0275, device='cuda:0')
tensor(0.3621, device='cuda:0')
tensor(0.4872, device='cuda:0')
tensor(0.0248, device='cuda:0')
tensor(0.0089, device='cuda:0')
tensor(0.0033, device='cuda:0')
tensor(0.1851, device='cuda:0')
tensor(0.1720, device='cuda:0')
tensor(0.1437, device='cuda:0')
tensor(0.2707, device='cuda:0')
tensor(0.0579, device='cuda:0')
tensor(0.1099, device='cuda:0')
tensor(0.0081, device='cuda:0')
tensor(0.1862, device='cuda:0')
tensor(0.0774, device='cuda:0')
tensor(0.3142, device='cuda:0')
tensor(0.0175, device='cuda:0')
tensor(0.2652, device='cuda:0')
tensor(0.0904, device='cuda:0')
tensor(0.0031, device='cuda:0')
tensor(0.0667, device='cuda:0')
tensor(0.0282, device='cuda:0')
tensor(0.0801, device='cuda:0')
tensor(0.0010, device='cuda:0')
tensor(0.0505, device='cuda:0')
tensor(0.0895, device='cuda:0')
tensor(0.0598, device='cuda:0')
tensor(0.0572, device='cuda:0')
tensor(0.1669, device='cuda:0')
tensor(0.1746, device='cuda:0')
tensor(0.0758, device='cuda:0')
tensor(0.0219, device='cuda:0')
tensor(0.0749, device='cuda:0')
tensor(0.4328, device='cuda:0')
tensor(0.0114, device='cuda:0')
tensor(0.2462, device='cuda:0')
tensor(1.0413, device='cuda:0')
tensor(0.0971, device='cuda:0')
tensor(0.1092, device='cuda:0')
tensor(0.0102, device='cuda:0')
tensor(0.0388, device='cuda:0')
tensor(0.1168, device='cuda:0')
tensor(0.0132, device='cuda:0')
tensor(0.0797, device='cuda:0')
tensor(0.1618, device='cuda:0')
tensor(0.5584, device='cuda:0')
tensor(0.1220, device='cuda:0')
tensor(0.0050, device='cuda:0')
tensor(0.0897, device='cuda:0')
tensor(0.0898, device='cuda:0')
