tensor(0.2253, device='cuda:0')
tensor(0.0719, device='cuda:0')
tensor(0.9519, device='cuda:0')
tensor(0.2416, device='cuda:0')
tensor(0.4498, device='cuda:0')
tensor(0.1312, device='cuda:0')
tensor(0.1454, device='cuda:0')
tensor(0.3359, device='cuda:0')
tensor(0.0316, device='cuda:0')
tensor(0.0651, device='cuda:0')
tensor(0.1582, device='cuda:0')
tensor(0.0850, device='cuda:0')
tensor(0.5463, device='cuda:0')
tensor(0.4976, device='cuda:0')
tensor(0.5040, device='cuda:0')
tensor(0.0384, device='cuda:0')
tensor(0.0695, device='cuda:0')
tensor(0.1064, device='cuda:0')
tensor(0.1271, device='cuda:0')
tensor(0.1112, device='cuda:0')
tensor(0.0937, device='cuda:0')
tensor(0.0651, device='cuda:0')
tensor(0.1299, device='cuda:0')
tensor(0.1635, device='cuda:0')
tensor(0.0223, device='cuda:0')
tensor(0.1287, device='cuda:0')
tensor(0.1505, device='cuda:0')
tensor(0.1682, device='cuda:0')
tensor(0.1235, device='cuda:0')
tensor(0.0213, device='cuda:0')
tensor(0.0960, device='cuda:0')
tensor(0.0166, device='cuda:0')
tensor(0.0673, device='cuda:0')
tensor(0.0560, device='cuda:0')
tensor(0.2667, device='cuda:0')
tensor(0.1081, device='cuda:0')
tensor(0.3057, device='cuda:0')
tensor(0.1700, device='cuda:0')
tensor(0.0512, device='cuda:0')
tensor(0.1033, device='cuda:0')
tensor(0.4292, device='cuda:0')
tensor(0.1548, device='cuda:0')
tensor(0.5754, device='cuda:0')
tensor(0.1967, device='cuda:0')
tensor(0.0813, device='cuda:0')
tensor(0.0981, device='cuda:0')
tensor(0.0933, device='cuda:0')
tensor(0.0737, device='cuda:0')
tensor(0.1780, device='cuda:0')
tensor(0.1139, device='cuda:0')
tensor(0.0231, device='cuda:0')
tensor(0.1044, device='cuda:0')
tensor(0.1682, device='cuda:0')
tensor(0.3824, device='cuda:0')
tensor(0.8656, device='cuda:0')
tensor(0.0080, device='cuda:0')
tensor(0.1631, device='cuda:0')
tensor(0.0393, device='cuda:0')
tensor(0.0529, device='cuda:0')
tensor(0.0104, device='cuda:0')
tensor(0.3598, device='cuda:0')
tensor(0.2340, device='cuda:0')
tensor(0.1115, device='cuda:0')
tensor(0.2980, device='cuda:0')
tensor(0.1319, device='cuda:0')
tensor(1.0649, device='cuda:0')
tensor(0.0082, device='cuda:0')
tensor(0.1872, device='cuda:0')
tensor(0.0685, device='cuda:0')
tensor(0.2116, device='cuda:0')
tensor(0.2388, device='cuda:0')
tensor(0.0099, device='cuda:0')
tensor(0.0705, device='cuda:0')
tensor(0.0056, device='cuda:0')
tensor(0.0523, device='cuda:0')
tensor(0.0040, device='cuda:0')
tensor(0.1977, device='cuda:0')
tensor(0.3890, device='cuda:0')
tensor(0.5630, device='cuda:0')
tensor(0.0179, device='cuda:0')
tensor(0.0408, device='cuda:0')
tensor(0.1435, device='cuda:0')
tensor(0.1009, device='cuda:0')
tensor(0.1224, device='cuda:0')
tensor(0.1664, device='cuda:0')
tensor(0.2421, device='cuda:0')
tensor(0.0808, device='cuda:0')
tensor(0.4102, device='cuda:0')
tensor(0.2396, device='cuda:0')
tensor(0.3239, device='cuda:0')
tensor(0.0582, device='cuda:0')
tensor(0.4376, device='cuda:0')
tensor(0.2179, device='cuda:0')
tensor(0.1550, device='cuda:0')
tensor(0.1268, device='cuda:0')
tensor(0.0043, device='cuda:0')
tensor(1.8477, device='cuda:0')
tensor(0.2117, device='cuda:0')
tensor(0.2535, device='cuda:0')
tensor(0.0264, device='cuda:0')
tensor(0.1520, device='cuda:0')
tensor(0.2448, device='cuda:0')
tensor(0.1986, device='cuda:0')
tensor(0.2537, device='cuda:0')
tensor(0.6784, device='cuda:0')
tensor(0.2856, device='cuda:0')
tensor(0.2584, device='cuda:0')
tensor(0.1105, device='cuda:0')
tensor(0.4659, device='cuda:0')
tensor(0.0899, device='cuda:0')
tensor(0.2686, device='cuda:0')
tensor(0.5909, device='cuda:0')
tensor(0.1140, device='cuda:0')
tensor(0.3291, device='cuda:0')
tensor(0.2756, device='cuda:0')
tensor(0.9818, device='cuda:0')
tensor(0.1572, device='cuda:0')
