tensor(0.0321, device='cuda:0')
tensor(0.0698, device='cuda:0')
tensor(1.1102, device='cuda:0')
tensor(0.2059, device='cuda:0')
tensor(0.0027, device='cuda:0')
tensor(0.2092, device='cuda:0')
tensor(0.3004, device='cuda:0')
tensor(0.0051, device='cuda:0')
tensor(0.6205, device='cuda:0')
tensor(0.0065, device='cuda:0')
tensor(0.1930, device='cuda:0')
tensor(0.1889, device='cuda:0')
tensor(0.1041, device='cuda:0')
tensor(0.2189, device='cuda:0')
tensor(0.1497, device='cuda:0')
tensor(0.2086, device='cuda:0')
tensor(0.0398, device='cuda:0')
tensor(0.1057, device='cuda:0')
tensor(0.0062, device='cuda:0')
tensor(0.0505, device='cuda:0')
tensor(0.4238, device='cuda:0')
tensor(0.1697, device='cuda:0')
tensor(0.0442, device='cuda:0')
tensor(0.2191, device='cuda:0')
tensor(0.2082, device='cuda:0')
tensor(0.0248, device='cuda:0')
tensor(0.0454, device='cuda:0')
tensor(0.0839, device='cuda:0')
tensor(0.3082, device='cuda:0')
tensor(0.1658, device='cuda:0')
tensor(0.0024, device='cuda:0')
tensor(0.1037, device='cuda:0')
tensor(0.0027, device='cuda:0')
tensor(0.1581, device='cuda:0')
tensor(0.0646, device='cuda:0')
tensor(0.3168, device='cuda:0')
tensor(0.0649, device='cuda:0')
tensor(0.0060, device='cuda:0')
tensor(0.0564, device='cuda:0')
tensor(0.0860, device='cuda:0')
tensor(0.1807, device='cuda:0')
tensor(0.0920, device='cuda:0')
tensor(0.0034, device='cuda:0')
tensor(0.0750, device='cuda:0')
tensor(0.0810, device='cuda:0')
tensor(0.0376, device='cuda:0')
tensor(0.0475, device='cuda:0')
tensor(0.2088, device='cuda:0')
tensor(0.0119, device='cuda:0')
tensor(0.4279, device='cuda:0')
tensor(0.1370, device='cuda:0')
tensor(0.2150, device='cuda:0')
tensor(0.2216, device='cuda:0')
tensor(0.0300, device='cuda:0')
tensor(0.0598, device='cuda:0')
tensor(0.0481, device='cuda:0')
tensor(0.0088, device='cuda:0')
tensor(0.3728, device='cuda:0')
