tensor(0.0480, device='cuda:0')
tensor(0.0865, device='cuda:0')
tensor(0.0706, device='cuda:0')
tensor(0.2498, device='cuda:0')
tensor(0.3047, device='cuda:0')
tensor(0.4403, device='cuda:0')
tensor(0.2720, device='cuda:0')
tensor(0.4296, device='cuda:0')
tensor(0.0563, device='cuda:0')
tensor(0.2716, device='cuda:0')
tensor(0.2851, device='cuda:0')
tensor(0.3006, device='cuda:0')
tensor(0.0235, device='cuda:0')
tensor(0.1538, device='cuda:0')
tensor(0.2893, device='cuda:0')
tensor(0.2703, device='cuda:0')
tensor(0.1431, device='cuda:0')
tensor(0.1542, device='cuda:0')
tensor(0.1695, device='cuda:0')
tensor(0.1670, device='cuda:0')
tensor(0.3224, device='cuda:0')
tensor(0.0859, device='cuda:0')
tensor(1.1371, device='cuda:0')
tensor(0.1427, device='cuda:0')
tensor(0.0465, device='cuda:0')
tensor(0.5864, device='cuda:0')
tensor(0.2262, device='cuda:0')
tensor(0.1160, device='cuda:0')
tensor(0.1171, device='cuda:0')
tensor(0.0840, device='cuda:0')
tensor(0.0245, device='cuda:0')
tensor(0.3571, device='cuda:0')
tensor(0.4410, device='cuda:0')
tensor(0.2341, device='cuda:0')
tensor(0.7593, device='cuda:0')
tensor(0.3266, device='cuda:0')
tensor(0.0079, device='cuda:0')
tensor(0.0095, device='cuda:0')
tensor(0.1113, device='cuda:0')
tensor(0.3482, device='cuda:0')
tensor(0.6800, device='cuda:0')
tensor(0.2304, device='cuda:0')
tensor(0.1341, device='cuda:0')
tensor(0.2341, device='cuda:0')
tensor(0.1615, device='cuda:0')
tensor(0.1259, device='cuda:0')
tensor(0.0827, device='cuda:0')
tensor(0.2152, device='cuda:0')
tensor(0.3115, device='cuda:0')
tensor(0.1493, device='cuda:0')
tensor(0.1650, device='cuda:0')
tensor(0.1801, device='cuda:0')
tensor(0.0248, device='cuda:0')
tensor(0.0938, device='cuda:0')
tensor(0.0282, device='cuda:0')
tensor(0.1023, device='cuda:0')
tensor(0.2733, device='cuda:0')
tensor(0.0679, device='cuda:0')
tensor(0.1433, device='cuda:0')
tensor(0.4100, device='cuda:0')
tensor(0.2055, device='cuda:0')
tensor(0.3134, device='cuda:0')
tensor(0.5494, device='cuda:0')
tensor(0.0317, device='cuda:0')
tensor(0.1959, device='cuda:0')
tensor(0.0516, device='cuda:0')
tensor(0.2046, device='cuda:0')
tensor(0.2647, device='cuda:0')
tensor(0.3562, device='cuda:0')
tensor(0.3173, device='cuda:0')
tensor(0.2170, device='cuda:0')
tensor(0.2286, device='cuda:0')
tensor(0.4080, device='cuda:0')
tensor(0.1574, device='cuda:0')
tensor(0.0858, device='cuda:0')
tensor(0.3236, device='cuda:0')
tensor(0.4318, device='cuda:0')
tensor(0.1885, device='cuda:0')
tensor(0.1719, device='cuda:0')
tensor(0.3079, device='cuda:0')
tensor(0.2365, device='cuda:0')
tensor(0.0233, device='cuda:0')
tensor(0.1632, device='cuda:0')
tensor(0.0709, device='cuda:0')
tensor(0.2189, device='cuda:0')
tensor(0.0813, device='cuda:0')
tensor(0.0748, device='cuda:0')
tensor(0.2196, device='cuda:0')
tensor(0.1577, device='cuda:0')
tensor(0.3307, device='cuda:0')
tensor(0.2531, device='cuda:0')
tensor(0.0663, device='cuda:0')
tensor(0.1457, device='cuda:0')
tensor(0.2500, device='cuda:0')
tensor(0.0634, device='cuda:0')
tensor(0.0452, device='cuda:0')
tensor(0.9247, device='cuda:0')
tensor(0.1793, device='cuda:0')
tensor(0.1014, device='cuda:0')
tensor(0.1166, device='cuda:0')
tensor(0.1308, device='cuda:0')
tensor(0.4957, device='cuda:0')
tensor(0.1244, device='cuda:0')
tensor(0.0566, device='cuda:0')
tensor(0.2066, device='cuda:0')
tensor(0.1184, device='cuda:0')
