tensor(0.0180, device='cuda:0')
tensor(0.1943, device='cuda:0')
tensor(0.2548, device='cuda:0')
tensor(0.3081, device='cuda:0')
tensor(0.6662, device='cuda:0')
tensor(0.4160, device='cuda:0')
tensor(0.2809, device='cuda:0')
tensor(0.1218, device='cuda:0')
tensor(0.0094, device='cuda:0')
tensor(0.3042, device='cuda:0')
tensor(0.0114, device='cuda:0')
tensor(0.0779, device='cuda:0')
tensor(0.2330, device='cuda:0')
tensor(0.3297, device='cuda:0')
tensor(0.4464, device='cuda:0')
tensor(0.0378, device='cuda:0')
tensor(0.6838, device='cuda:0')
tensor(0.2275, device='cuda:0')
tensor(0.0064, device='cuda:0')
tensor(0.3304, device='cuda:0')
tensor(0.1048, device='cuda:0')
tensor(0.0590, device='cuda:0')
tensor(0.3754, device='cuda:0')
tensor(0.1617, device='cuda:0')
tensor(0.2412, device='cuda:0')
tensor(0.3087, device='cuda:0')
tensor(0.3993, device='cuda:0')
tensor(0.1499, device='cuda:0')
tensor(0.2870, device='cuda:0')
tensor(0.2177, device='cuda:0')
tensor(0.2199, device='cuda:0')
tensor(0.0224, device='cuda:0')
tensor(0.2504, device='cuda:0')
tensor(0.1901, device='cuda:0')
tensor(0.2583, device='cuda:0')
tensor(0.0700, device='cuda:0')
tensor(0.0726, device='cuda:0')
tensor(0.2269, device='cuda:0')
tensor(0.0160, device='cuda:0')
tensor(0.2544, device='cuda:0')
tensor(0.0882, device='cuda:0')
tensor(0.0875, device='cuda:0')
tensor(0.0655, device='cuda:0')
tensor(0.0828, device='cuda:0')
tensor(0.0561, device='cuda:0')
tensor(0.1962, device='cuda:0')
tensor(0.2065, device='cuda:0')
tensor(0.2751, device='cuda:0')
tensor(0.0517, device='cuda:0')
tensor(0.0198, device='cuda:0')
tensor(0.3539, device='cuda:0')
tensor(0.0677, device='cuda:0')
tensor(0.2923, device='cuda:0')
tensor(0.0131, device='cuda:0')
tensor(0.0300, device='cuda:0')
tensor(0.0927, device='cuda:0')
tensor(0.5890, device='cuda:0')
tensor(0.1867, device='cuda:0')
tensor(0.1368, device='cuda:0')
tensor(0.2156, device='cuda:0')
tensor(0.0689, device='cuda:0')
tensor(0.0257, device='cuda:0')
tensor(0.3916, device='cuda:0')
tensor(0.2703, device='cuda:0')
tensor(0.3487, device='cuda:0')
tensor(0.3550, device='cuda:0')
tensor(1.2468, device='cuda:0')
tensor(0.0399, device='cuda:0')
tensor(0.4278, device='cuda:0')
tensor(0.0589, device='cuda:0')
tensor(0.1284, device='cuda:0')
tensor(0.2131, device='cuda:0')
tensor(2.2428, device='cuda:0')
tensor(0.3202, device='cuda:0')
tensor(0.1136, device='cuda:0')
tensor(0.4790, device='cuda:0')
tensor(0.1124, device='cuda:0')
tensor(0.0786, device='cuda:0')
tensor(0.3243, device='cuda:0')
tensor(0.0356, device='cuda:0')
tensor(0.3165, device='cuda:0')
tensor(0.1873, device='cuda:0')
tensor(0.0395, device='cuda:0')
tensor(0.5441, device='cuda:0')
tensor(0.3124, device='cuda:0')
tensor(0.0998, device='cuda:0')
tensor(0.1304, device='cuda:0')
tensor(0.4412, device='cuda:0')
tensor(0.1486, device='cuda:0')
tensor(0.4207, device='cuda:0')
tensor(0.1126, device='cuda:0')
tensor(0.1370, device='cuda:0')
tensor(0.0276, device='cuda:0')
tensor(0.0485, device='cuda:0')
tensor(0.0388, device='cuda:0')
tensor(0.2665, device='cuda:0')
tensor(0.0052, device='cuda:0')
tensor(0.3092, device='cuda:0')
tensor(0.3748, device='cuda:0')
tensor(0.9335, device='cuda:0')
tensor(0.0488, device='cuda:0')
tensor(0.0996, device='cuda:0')
tensor(0.1049, device='cuda:0')
tensor(0.2752, device='cuda:0')
