tensor(0.1919, device='cuda:0')
tensor(0.0957, device='cuda:0')
tensor(0.0865, device='cuda:0')
tensor(0.1527, device='cuda:0')
tensor(0.0422, device='cuda:0')
tensor(0.1885, device='cuda:0')
tensor(0.0700, device='cuda:0')
tensor(0.3125, device='cuda:0')
tensor(0.0864, device='cuda:0')
tensor(0.0537, device='cuda:0')
tensor(0.0370, device='cuda:0')
tensor(0.0023, device='cuda:0')
tensor(0.0054, device='cuda:0')
tensor(0.0150, device='cuda:0')
tensor(0.0010, device='cuda:0')
tensor(0.3341, device='cuda:0')
tensor(0.3488, device='cuda:0')
tensor(0.0129, device='cuda:0')
tensor(0.0184, device='cuda:0')
tensor(0.1422, device='cuda:0')
tensor(0.2152, device='cuda:0')
tensor(0.1298, device='cuda:0')
tensor(0.1475, device='cuda:0')
tensor(0.0114, device='cuda:0')
tensor(0.0123, device='cuda:0')
tensor(0.0729, device='cuda:0')
tensor(0.0040, device='cuda:0')
tensor(0.0386, device='cuda:0')
tensor(0.1591, device='cuda:0')
tensor(0.2413, device='cuda:0')
tensor(0.1184, device='cuda:0')
tensor(0.0404, device='cuda:0')
tensor(0.2405, device='cuda:0')
tensor(0.2607, device='cuda:0')
tensor(0.1405, device='cuda:0')
tensor(0.2521, device='cuda:0')
tensor(0.3313, device='cuda:0')
tensor(0.0173, device='cuda:0')
tensor(0.1089, device='cuda:0')
tensor(0.3693, device='cuda:0')
tensor(0.0913, device='cuda:0')
tensor(0.2702, device='cuda:0')
tensor(0.0186, device='cuda:0')
tensor(0.0632, device='cuda:0')
tensor(0.0540, device='cuda:0')
tensor(0.1187, device='cuda:0')
tensor(0.2614, device='cuda:0')
tensor(0.0481, device='cuda:0')
tensor(0.0084, device='cuda:0')
tensor(0.1338, device='cuda:0')
tensor(0.2993, device='cuda:0')
tensor(0.0018, device='cuda:0')
tensor(0.1254, device='cuda:0')
tensor(0.0246, device='cuda:0')
tensor(0.0094, device='cuda:0')
tensor(0.1580, device='cuda:0')
tensor(0.0640, device='cuda:0')
tensor(0.2220, device='cuda:0')
tensor(0.0306, device='cuda:0')
tensor(0.0738, device='cuda:0')
tensor(0.1573, device='cuda:0')
tensor(0.2286, device='cuda:0')
tensor(0.3016, device='cuda:0')
tensor(0.0346, device='cuda:0')
tensor(0.1712, device='cuda:0')
tensor(0.0127, device='cuda:0')
tensor(0.1862, device='cuda:0')
tensor(0.0801, device='cuda:0')
tensor(0.3559, device='cuda:0')
tensor(0.1804, device='cuda:0')
tensor(0.0105, device='cuda:0')
tensor(0.2279, device='cuda:0')
tensor(0.0761, device='cuda:0')
tensor(0.6796, device='cuda:0')
tensor(0.1715, device='cuda:0')
tensor(0.1468, device='cuda:0')
tensor(0.1862, device='cuda:0')
tensor(0.1122, device='cuda:0')
tensor(0.1013, device='cuda:0')
tensor(0.0638, device='cuda:0')
tensor(0.0943, device='cuda:0')
tensor(0.0166, device='cuda:0')
tensor(0.1238, device='cuda:0')
tensor(0.0488, device='cuda:0')
tensor(0.0087, device='cuda:0')
tensor(0.0008, device='cuda:0')
tensor(0.0216, device='cuda:0')
tensor(0.0558, device='cuda:0')
tensor(0.0721, device='cuda:0')
tensor(0.1401, device='cuda:0')
tensor(0.2155, device='cuda:0')
tensor(0.8670, device='cuda:0')
tensor(0.1671, device='cuda:0')
tensor(0.0115, device='cuda:0')
tensor(0.2623, device='cuda:0')
tensor(0.2286, device='cuda:0')
tensor(0.0013, device='cuda:0')
tensor(0.1348, device='cuda:0')
tensor(0.7516, device='cuda:0')
tensor(0.0785, device='cuda:0')
tensor(0.1259, device='cuda:0')
tensor(0.4478, device='cuda:0')
tensor(0.1687, device='cuda:0')
tensor(0.1057, device='cuda:0')
tensor(0.0173, device='cuda:0')
tensor(0.0108, device='cuda:0')
tensor(0.0148, device='cuda:0')
tensor(0.2979, device='cuda:0')
tensor(0.0750, device='cuda:0')
tensor(0.0244, device='cuda:0')
tensor(0.0262, device='cuda:0')
tensor(0.3860, device='cuda:0')
tensor(0.0360, device='cuda:0')
tensor(0.0345, device='cuda:0')
tensor(0.0162, device='cuda:0')
tensor(0.0377, device='cuda:0')
tensor(0.0302, device='cuda:0')
tensor(0.1279, device='cuda:0')
tensor(0.0116, device='cuda:0')
tensor(0.0343, device='cuda:0')
tensor(0.0021, device='cuda:0')
tensor(0.2074, device='cuda:0')
tensor(0.1710, device='cuda:0')
tensor(0.1122, device='cuda:0')
tensor(0.1611, device='cuda:0')
tensor(0.1052, device='cuda:0')
tensor(0.7968, device='cuda:0')
tensor(0.0690, device='cuda:0')
tensor(0.1004, device='cuda:0')
tensor(0.1109, device='cuda:0')
tensor(0.1191, device='cuda:0')
tensor(0.4157, device='cuda:0')
tensor(0.0184, device='cuda:0')
tensor(0.0615, device='cuda:0')
tensor(0.1073, device='cuda:0')
tensor(0.0077, device='cuda:0')
tensor(0.1365, device='cuda:0')
tensor(0.1261, device='cuda:0')
tensor(0.1636, device='cuda:0')
tensor(0.1465, device='cuda:0')
tensor(0.2576, device='cuda:0')
tensor(0.2647, device='cuda:0')
tensor(0.0288, device='cuda:0')
tensor(0.1423, device='cuda:0')
tensor(0.1668, device='cuda:0')
tensor(0.1773, device='cuda:0')
tensor(0.1959, device='cuda:0')
tensor(0.0892, device='cuda:0')
tensor(0.0284, device='cuda:0')
tensor(0.0071, device='cuda:0')
tensor(0.1031, device='cuda:0')
tensor(0.0239, device='cuda:0')
tensor(0.1121, device='cuda:0')
tensor(0.1655, device='cuda:0')
tensor(0.0228, device='cuda:0')
tensor(0.0144, device='cuda:0')
tensor(0.0525, device='cuda:0')
tensor(0.1659, device='cuda:0')
tensor(0.0559, device='cuda:0')
tensor(0.0960, device='cuda:0')
tensor(0.0078, device='cuda:0')
tensor(0.0078, device='cuda:0')
tensor(0.1567, device='cuda:0')
tensor(0.0029, device='cuda:0')
tensor(0.0026, device='cuda:0')
