tensor(0.2985, device='cuda:0')
tensor(0.1556, device='cuda:0')
tensor(0.1195, device='cuda:0')
tensor(0.0021, device='cuda:0')
tensor(0.0621, device='cuda:0')
tensor(0.0043, device='cuda:0')
tensor(0.1278, device='cuda:0')
tensor(0.1179, device='cuda:0')
tensor(0.1507, device='cuda:0')
tensor(0.1181, device='cuda:0')
tensor(0.1952, device='cuda:0')
tensor(0.1643, device='cuda:0')
tensor(0.0098, device='cuda:0')
tensor(0.2052, device='cuda:0')
tensor(0.0138, device='cuda:0')
tensor(0.0425, device='cuda:0')
tensor(0.1172, device='cuda:0')
tensor(0.4659, device='cuda:0')
tensor(0.0376, device='cuda:0')
tensor(0.2563, device='cuda:0')
tensor(0.0259, device='cuda:0')
tensor(0.0095, device='cuda:0')
tensor(0.3780, device='cuda:0')
tensor(0.0635, device='cuda:0')
tensor(0.1434, device='cuda:0')
tensor(0.0071, device='cuda:0')
tensor(0.0477, device='cuda:0')
tensor(0.2721, device='cuda:0')
tensor(0.0095, device='cuda:0')
tensor(0.1701, device='cuda:0')
tensor(0.0685, device='cuda:0')
tensor(0.2929, device='cuda:0')
tensor(0.0159, device='cuda:0')
tensor(0.0905, device='cuda:0')
tensor(0.6157, device='cuda:0')
tensor(0.1216, device='cuda:0')
tensor(0.0080, device='cuda:0')
tensor(0.0525, device='cuda:0')
tensor(0.0266, device='cuda:0')
tensor(0.3219, device='cuda:0')
tensor(0.1014, device='cuda:0')
tensor(0.0993, device='cuda:0')
tensor(0.0040, device='cuda:0')
tensor(0.2856, device='cuda:0')
tensor(0.0842, device='cuda:0')
tensor(0.1322, device='cuda:0')
tensor(0.1003, device='cuda:0')
tensor(0.0915, device='cuda:0')
tensor(0.0124, device='cuda:0')
tensor(0.2919, device='cuda:0')
tensor(0.1925, device='cuda:0')
tensor(0.0524, device='cuda:0')
tensor(0.1759, device='cuda:0')
tensor(0.1604, device='cuda:0')
tensor(0.1079, device='cuda:0')
tensor(0.0015, device='cuda:0')
tensor(0.3434, device='cuda:0')
tensor(0.2067, device='cuda:0')
tensor(0.3971, device='cuda:0')
tensor(0.0871, device='cuda:0')
tensor(0.0065, device='cuda:0')
tensor(0.0555, device='cuda:0')
tensor(0.1602, device='cuda:0')
tensor(0.0067, device='cuda:0')
tensor(0.0897, device='cuda:0')
tensor(0.1742, device='cuda:0')
tensor(0.0750, device='cuda:0')
tensor(0.0930, device='cuda:0')
tensor(0.1740, device='cuda:0')
tensor(0.4519, device='cuda:0')
tensor(0.1252, device='cuda:0')
tensor(0.1959, device='cuda:0')
tensor(0.0506, device='cuda:0')
tensor(0.0669, device='cuda:0')
tensor(0.3734, device='cuda:0')
tensor(0.1096, device='cuda:0')
tensor(0.5416, device='cuda:0')
tensor(0.4626, device='cuda:0')
tensor(0.0714, device='cuda:0')
tensor(0.0840, device='cuda:0')
tensor(0.1019, device='cuda:0')
tensor(0.0100, device='cuda:0')
tensor(0.1396, device='cuda:0')
tensor(0.0554, device='cuda:0')
tensor(0.1152, device='cuda:0')
tensor(0.0983, device='cuda:0')
tensor(0.0010, device='cuda:0')
tensor(0.1200, device='cuda:0')
tensor(0.2843, device='cuda:0')
tensor(0.0473, device='cuda:0')
tensor(0.1467, device='cuda:0')
tensor(0.0413, device='cuda:0')
tensor(0.1239, device='cuda:0')
tensor(0.0156, device='cuda:0')
tensor(0.0306, device='cuda:0')
tensor(0.2863, device='cuda:0')
tensor(0.6386, device='cuda:0')
tensor(1.4971, device='cuda:0')
tensor(0.3566, device='cuda:0')
tensor(0.0927, device='cuda:0')
tensor(0.3334, device='cuda:0')
tensor(0.0099, device='cuda:0')
tensor(0.1173, device='cuda:0')
tensor(0.0194, device='cuda:0')
tensor(0.0746, device='cuda:0')
tensor(0.1055, device='cuda:0')
tensor(0.0060, device='cuda:0')
tensor(0.0360, device='cuda:0')
tensor(0.1064, device='cuda:0')
tensor(0.1536, device='cuda:0')
tensor(0.0643, device='cuda:0')
tensor(0.1086, device='cuda:0')
tensor(0.4108, device='cuda:0')
tensor(0.0806, device='cuda:0')
tensor(0.0013, device='cuda:0')
tensor(0.0461, device='cuda:0')
tensor(0.0071, device='cuda:0')
tensor(0.1137, device='cuda:0')
tensor(0.0637, device='cuda:0')
tensor(0.3707, device='cuda:0')
tensor(0.3703, device='cuda:0')
tensor(0.4952, device='cuda:0')
tensor(0.1911, device='cuda:0')
tensor(0.0224, device='cuda:0')
tensor(0.1376, device='cuda:0')
tensor(0.2833, device='cuda:0')
tensor(0.0087, device='cuda:0')
tensor(0.1474, device='cuda:0')
tensor(0.2886, device='cuda:0')
tensor(0.0205, device='cuda:0')
tensor(0.1902, device='cuda:0')
tensor(0.1898, device='cuda:0')
tensor(0.0807, device='cuda:0')
tensor(0.0487, device='cuda:0')
tensor(0.0506, device='cuda:0')
tensor(0.1730, device='cuda:0')
tensor(0.1592, device='cuda:0')
tensor(0.0465, device='cuda:0')
tensor(0.2641, device='cuda:0')
tensor(0.0233, device='cuda:0')
tensor(0.1575, device='cuda:0')
tensor(0.0615, device='cuda:0')
