tensor(0.2801, device='cuda:0')
tensor(0.0212, device='cuda:0')
tensor(0.0971, device='cuda:0')
tensor(0.1500, device='cuda:0')
tensor(0.1476, device='cuda:0')
tensor(0.0774, device='cuda:0')
tensor(0.1124, device='cuda:0')
tensor(0.1661, device='cuda:0')
tensor(0.1501, device='cuda:0')
tensor(0.4451, device='cuda:0')
tensor(0.0771, device='cuda:0')
tensor(0.3384, device='cuda:0')
tensor(0.1415, device='cuda:0')
tensor(0.2312, device='cuda:0')
tensor(0.2260, device='cuda:0')
tensor(0.3751, device='cuda:0')
tensor(0.3847, device='cuda:0')
tensor(0.7456, device='cuda:0')
tensor(0.7889, device='cuda:0')
tensor(1.3353, device='cuda:0')
tensor(0.1360, device='cuda:0')
tensor(0.0364, device='cuda:0')
tensor(0.0323, device='cuda:0')
tensor(0.1943, device='cuda:0')
tensor(0.3349, device='cuda:0')
tensor(0.0211, device='cuda:0')
tensor(0.3853, device='cuda:0')
tensor(0.3596, device='cuda:0')
tensor(0.1381, device='cuda:0')
tensor(0.1591, device='cuda:0')
tensor(0.7534, device='cuda:0')
tensor(0.1768, device='cuda:0')
tensor(0.6541, device='cuda:0')
tensor(0.3709, device='cuda:0')
tensor(0.7182, device='cuda:0')
tensor(0.2058, device='cuda:0')
tensor(0.0695, device='cuda:0')
tensor(0.2214, device='cuda:0')
tensor(0.3746, device='cuda:0')
tensor(0.0264, device='cuda:0')
tensor(0.4928, device='cuda:0')
tensor(0.4293, device='cuda:0')
tensor(0.2689, device='cuda:0')
tensor(0.0309, device='cuda:0')
tensor(0.5075, device='cuda:0')
tensor(0.2125, device='cuda:0')
tensor(0.2742, device='cuda:0')
tensor(0.3694, device='cuda:0')
tensor(0.5283, device='cuda:0')
tensor(0.3593, device='cuda:0')
tensor(0.0902, device='cuda:0')
tensor(0.1897, device='cuda:0')
tensor(0.1434, device='cuda:0')
tensor(0.3655, device='cuda:0')
tensor(0.2351, device='cuda:0')
tensor(0.2221, device='cuda:0')
tensor(0.1790, device='cuda:0')
tensor(0.2616, device='cuda:0')
tensor(0.1120, device='cuda:0')
tensor(0.0922, device='cuda:0')
tensor(0.1199, device='cuda:0')
tensor(0.2014, device='cuda:0')
tensor(0.2795, device='cuda:0')
tensor(0.4144, device='cuda:0')
tensor(0.0386, device='cuda:0')
tensor(1.2467, device='cuda:0')
tensor(1.4796, device='cuda:0')
tensor(0.2370, device='cuda:0')
tensor(0.3226, device='cuda:0')
tensor(0.4231, device='cuda:0')
tensor(0.0418, device='cuda:0')
tensor(0.1157, device='cuda:0')
tensor(0.1898, device='cuda:0')
tensor(0.0646, device='cuda:0')
tensor(0.3270, device='cuda:0')
tensor(0.2692, device='cuda:0')
tensor(0.0815, device='cuda:0')
tensor(0.0648, device='cuda:0')
tensor(0.0966, device='cuda:0')
tensor(0.0153, device='cuda:0')
tensor(0.2318, device='cuda:0')
tensor(0.2118, device='cuda:0')
tensor(0.1454, device='cuda:0')
tensor(0.3617, device='cuda:0')
tensor(0.1331, device='cuda:0')
tensor(0.2427, device='cuda:0')
tensor(0.5679, device='cuda:0')
tensor(0.5849, device='cuda:0')
tensor(0.0851, device='cuda:0')
tensor(0.3609, device='cuda:0')
tensor(0.5607, device='cuda:0')
tensor(0.2387, device='cuda:0')
tensor(0.0283, device='cuda:0')
tensor(0.0330, device='cuda:0')
tensor(0.0679, device='cuda:0')
tensor(0.3101, device='cuda:0')
tensor(0.0798, device='cuda:0')
tensor(0.0281, device='cuda:0')
tensor(0.5826, device='cuda:0')
tensor(0.1012, device='cuda:0')
tensor(0.2976, device='cuda:0')
tensor(0.6175, device='cuda:0')
tensor(0.4448, device='cuda:0')
tensor(0.0668, device='cuda:0')
tensor(0.2798, device='cuda:0')
tensor(0.0672, device='cuda:0')
tensor(0.5957, device='cuda:0')
tensor(0.5889, device='cuda:0')
tensor(0.1260, device='cuda:0')
tensor(0.2384, device='cuda:0')
tensor(0.0652, device='cuda:0')
tensor(0.2253, device='cuda:0')
tensor(0.1597, device='cuda:0')
tensor(0.0489, device='cuda:0')
tensor(0.2391, device='cuda:0')
tensor(0.0745, device='cuda:0')
tensor(0.3897, device='cuda:0')
tensor(0.6286, device='cuda:0')
tensor(0.3522, device='cuda:0')
tensor(0.1995, device='cuda:0')
tensor(0.1153, device='cuda:0')
tensor(0.0842, device='cuda:0')
tensor(0.0659, device='cuda:0')
tensor(0.2646, device='cuda:0')
