tensor(0.1251, device='cuda:0')
tensor(0.4169, device='cuda:0')
tensor(0.0690, device='cuda:0')
tensor(0.2818, device='cuda:0')
tensor(0.1832, device='cuda:0')
tensor(0.0445, device='cuda:0')
tensor(0.0303, device='cuda:0')
tensor(0.1772, device='cuda:0')
tensor(0.0877, device='cuda:0')
tensor(0.0041, device='cuda:0')
tensor(0.0563, device='cuda:0')
tensor(0.0052, device='cuda:0')
tensor(0.0152, device='cuda:0')
tensor(0.1095, device='cuda:0')
tensor(0.0415, device='cuda:0')
tensor(0.0180, device='cuda:0')
tensor(0.3500, device='cuda:0')
tensor(0.0913, device='cuda:0')
tensor(0.0433, device='cuda:0')
tensor(0.3798, device='cuda:0')
tensor(0.1897, device='cuda:0')
tensor(0.0621, device='cuda:0')
tensor(0.3314, device='cuda:0')
tensor(0.0174, device='cuda:0')
tensor(0.0039, device='cuda:0')
tensor(0.0233, device='cuda:0')
tensor(0.2016, device='cuda:0')
tensor(0.0518, device='cuda:0')
tensor(0.4738, device='cuda:0')
tensor(0.3471, device='cuda:0')
tensor(0.1013, device='cuda:0')
tensor(0.0862, device='cuda:0')
tensor(0.2746, device='cuda:0')
tensor(0.2125, device='cuda:0')
tensor(0.2961, device='cuda:0')
tensor(0.1435, device='cuda:0')
tensor(0.0428, device='cuda:0')
tensor(0.3552, device='cuda:0')
tensor(0.0235, device='cuda:0')
tensor(0.2052, device='cuda:0')
tensor(0.0065, device='cuda:0')
tensor(0.0215, device='cuda:0')
tensor(0.2058, device='cuda:0')
tensor(0.0066, device='cuda:0')
tensor(0.0437, device='cuda:0')
tensor(0.0478, device='cuda:0')
tensor(0.0088, device='cuda:0')
tensor(0.1975, device='cuda:0')
tensor(0.4597, device='cuda:0')
tensor(0.2103, device='cuda:0')
tensor(0.1002, device='cuda:0')
tensor(0.0776, device='cuda:0')
tensor(0.0096, device='cuda:0')
tensor(0.1436, device='cuda:0')
tensor(0.0688, device='cuda:0')
tensor(0.0033, device='cuda:0')
tensor(0.1580, device='cuda:0')
tensor(0.3783, device='cuda:0')
tensor(0.0940, device='cuda:0')
tensor(0.1315, device='cuda:0')
tensor(0.1304, device='cuda:0')
tensor(0.1764, device='cuda:0')
tensor(0.0916, device='cuda:0')
tensor(0.0183, device='cuda:0')
tensor(0.0122, device='cuda:0')
tensor(0.0993, device='cuda:0')
tensor(0.0608, device='cuda:0')
tensor(0.0350, device='cuda:0')
tensor(0.0122, device='cuda:0')
tensor(0.1159, device='cuda:0')
tensor(0.0139, device='cuda:0')
tensor(0.1766, device='cuda:0')
tensor(0.0893, device='cuda:0')
tensor(0.0737, device='cuda:0')
tensor(0.0792, device='cuda:0')
tensor(0.0943, device='cuda:0')
tensor(0.4470, device='cuda:0')
tensor(0.0072, device='cuda:0')
tensor(0.0019, device='cuda:0')
tensor(0.0427, device='cuda:0')
tensor(0.0020, device='cuda:0')
tensor(0.0581, device='cuda:0')
tensor(0.1981, device='cuda:0')
tensor(0.2931, device='cuda:0')
tensor(0.2993, device='cuda:0')
tensor(0.1982, device='cuda:0')
tensor(0.1131, device='cuda:0')
tensor(0.0020, device='cuda:0')
tensor(0.2837, device='cuda:0')
tensor(0.0479, device='cuda:0')
tensor(0.1922, device='cuda:0')
tensor(0.0317, device='cuda:0')
tensor(0.3413, device='cuda:0')
tensor(0.0931, device='cuda:0')
tensor(0.1744, device='cuda:0')
tensor(0.0025, device='cuda:0')
tensor(0.0810, device='cuda:0')
tensor(0.0344, device='cuda:0')
tensor(0.4645, device='cuda:0')
tensor(0.0120, device='cuda:0')
tensor(0.1424, device='cuda:0')
tensor(0.0389, device='cuda:0')
tensor(0.3085, device='cuda:0')
tensor(0.0876, device='cuda:0')
tensor(0.1006, device='cuda:0')
tensor(0.0699, device='cuda:0')
tensor(0.0619, device='cuda:0')
tensor(0.0114, device='cuda:0')
tensor(0.1733, device='cuda:0')
tensor(0.1654, device='cuda:0')
tensor(0.3802, device='cuda:0')
tensor(0.2305, device='cuda:0')
tensor(0.0120, device='cuda:0')
tensor(0.0696, device='cuda:0')
tensor(0.0066, device='cuda:0')
tensor(0.0539, device='cuda:0')
tensor(0.0177, device='cuda:0')
tensor(0.0119, device='cuda:0')
tensor(0.0478, device='cuda:0')
tensor(0.4122, device='cuda:0')
tensor(0.4244, device='cuda:0')
tensor(0.2416, device='cuda:0')
tensor(0.2548, device='cuda:0')
tensor(0.1312, device='cuda:0')
tensor(0.0665, device='cuda:0')
tensor(0.7580, device='cuda:0')
tensor(0.0826, device='cuda:0')
tensor(0.1315, device='cuda:0')
tensor(0.1071, device='cuda:0')
tensor(0.4127, device='cuda:0')
tensor(0.1877, device='cuda:0')
tensor(0.5091, device='cuda:0')
tensor(0.0884, device='cuda:0')
tensor(0.1600, device='cuda:0')
tensor(0.1005, device='cuda:0')
tensor(0.1367, device='cuda:0')
tensor(0.0032, device='cuda:0')
tensor(0.1587, device='cuda:0')
tensor(0.1445, device='cuda:0')
tensor(0.3067, device='cuda:0')
tensor(0.0006, device='cuda:0')
tensor(0.2775, device='cuda:0')
tensor(0.0162, device='cuda:0')
tensor(0.2550, device='cuda:0')
tensor(0.1453, device='cuda:0')
tensor(0.1443, device='cuda:0')
tensor(0.0082, device='cuda:0')
tensor(0.0009, device='cuda:0')
tensor(0.0076, device='cuda:0')
tensor(0.0054, device='cuda:0')
tensor(0.1817, device='cuda:0')
tensor(0.1984, device='cuda:0')
tensor(0.1034, device='cuda:0')
tensor(0.1818, device='cuda:0')
tensor(0.0563, device='cuda:0')
tensor(0.0791, device='cuda:0')
tensor(0.5023, device='cuda:0')
tensor(0.1282, device='cuda:0')
tensor(0.5579, device='cuda:0')
tensor(0.0564, device='cuda:0')
tensor(0.1900, device='cuda:0')
tensor(0.0175, device='cuda:0')
tensor(0.0053, device='cuda:0')
tensor(0.0312, device='cuda:0')
tensor(0.2025, device='cuda:0')
tensor(0.1329, device='cuda:0')
tensor(0.0040, device='cuda:0')
tensor(0.0573, device='cuda:0')
tensor(0.0215, device='cuda:0')
tensor(0.3032, device='cuda:0')
tensor(0.0497, device='cuda:0')
tensor(0.1096, device='cuda:0')
tensor(0.1910, device='cuda:0')
tensor(0.0343, device='cuda:0')
tensor(0.4036, device='cuda:0')
tensor(0.1956, device='cuda:0')
tensor(0.0496, device='cuda:0')
tensor(0.0139, device='cuda:0')
tensor(0.0042, device='cuda:0')
tensor(0.1100, device='cuda:0')
tensor(0.2195, device='cuda:0')
tensor(0.0235, device='cuda:0')
tensor(0.1539, device='cuda:0')
tensor(0.0813, device='cuda:0')
tensor(0.1138, device='cuda:0')
tensor(0.1583, device='cuda:0')
tensor(0.0653, device='cuda:0')
tensor(0.1121, device='cuda:0')
tensor(0.0160, device='cuda:0')
tensor(0.0349, device='cuda:0')
tensor(0.0852, device='cuda:0')
tensor(0.0533, device='cuda:0')
tensor(0.0647, device='cuda:0')
tensor(0.0797, device='cuda:0')
tensor(0.1663, device='cuda:0')
tensor(0.0049, device='cuda:0')
tensor(0.4444, device='cuda:0')
tensor(0.0746, device='cuda:0')
tensor(0.3668, device='cuda:0')
tensor(0.0217, device='cuda:0')
tensor(0.0789, device='cuda:0')
tensor(0.1185, device='cuda:0')
tensor(0.0160, device='cuda:0')
tensor(0.0787, device='cuda:0')
tensor(0.8188, device='cuda:0')
tensor(0.1959, device='cuda:0')
tensor(0.0047, device='cuda:0')
tensor(0.0304, device='cuda:0')
tensor(0.1159, device='cuda:0')
tensor(0.0542, device='cuda:0')
tensor(0.3075, device='cuda:0')
tensor(0.0045, device='cuda:0')
tensor(0.2063, device='cuda:0')
tensor(0.7100, device='cuda:0')
tensor(0.0930, device='cuda:0')
tensor(0.3090, device='cuda:0')
tensor(0.1766, device='cuda:0')
tensor(0.1979, device='cuda:0')
tensor(0.0039, device='cuda:0')
tensor(0.0042, device='cuda:0')
tensor(0.1040, device='cuda:0')
tensor(0.4061, device='cuda:0')
tensor(0.0335, device='cuda:0')
tensor(0.3538, device='cuda:0')
tensor(0.0690, device='cuda:0')
tensor(0.0711, device='cuda:0')
tensor(0.4745, device='cuda:0')
tensor(0.0048, device='cuda:0')
tensor(0.0408, device='cuda:0')
tensor(0.8481, device='cuda:0')
tensor(0.2953, device='cuda:0')
tensor(0.0099, device='cuda:0')
tensor(0.4697, device='cuda:0')
tensor(0.2182, device='cuda:0')
tensor(0.0408, device='cuda:0')
tensor(0.2249, device='cuda:0')
tensor(0.0324, device='cuda:0')
tensor(0.0039, device='cuda:0')
tensor(0.0019, device='cuda:0')
tensor(0.2922, device='cuda:0')
tensor(0.2561, device='cuda:0')
tensor(0.0480, device='cuda:0')
tensor(0.5983, device='cuda:0')
tensor(0.1119, device='cuda:0')
tensor(0.1195, device='cuda:0')
tensor(0.0229, device='cuda:0')
tensor(0.3402, device='cuda:0')
tensor(0.0114, device='cuda:0')
tensor(0.0463, device='cuda:0')
tensor(0.4041, device='cuda:0')
tensor(0.1054, device='cuda:0')
tensor(0.0024, device='cuda:0')
tensor(0.1357, device='cuda:0')
tensor(0.0920, device='cuda:0')
tensor(0.4348, device='cuda:0')
tensor(0.2237, device='cuda:0')
tensor(0.0253, device='cuda:0')
tensor(0.2247, device='cuda:0')
tensor(0.1650, device='cuda:0')
tensor(0.1453, device='cuda:0')
tensor(0.1446, device='cuda:0')
tensor(0.0023, device='cuda:0')
tensor(0.2624, device='cuda:0')
tensor(0.0615, device='cuda:0')
tensor(0.0017, device='cuda:0')
tensor(0.0542, device='cuda:0')
tensor(0.0323, device='cuda:0')
tensor(0.0044, device='cuda:0')
tensor(0.2274, device='cuda:0')
tensor(0.0557, device='cuda:0')
tensor(0.0506, device='cuda:0')
tensor(0.1012, device='cuda:0')
tensor(0.2477, device='cuda:0')
tensor(0.4590, device='cuda:0')
tensor(0.1350, device='cuda:0')
tensor(0.1265, device='cuda:0')
tensor(0.2841, device='cuda:0')
tensor(0.2695, device='cuda:0')
tensor(0.1084, device='cuda:0')
tensor(0.1206, device='cuda:0')
tensor(0.5470, device='cuda:0')
tensor(0.0106, device='cuda:0')
tensor(0.0107, device='cuda:0')
tensor(0.0797, device='cuda:0')
tensor(0.0206, device='cuda:0')
tensor(0.0782, device='cuda:0')
tensor(0.0148, device='cuda:0')
tensor(0.0136, device='cuda:0')
tensor(0.0150, device='cuda:0')
tensor(0.0064, device='cuda:0')
tensor(0.2655, device='cuda:0')
tensor(0.0009, device='cuda:0')
tensor(0.3638, device='cuda:0')
tensor(0.2785, device='cuda:0')
tensor(0.1064, device='cuda:0')
tensor(0.1495, device='cuda:0')
tensor(0.0093, device='cuda:0')
tensor(0.0307, device='cuda:0')
tensor(0.0123, device='cuda:0')
tensor(0.2717, device='cuda:0')
tensor(0.1801, device='cuda:0')
tensor(0.3437, device='cuda:0')
tensor(0.0881, device='cuda:0')
tensor(0.0433, device='cuda:0')
tensor(0.0212, device='cuda:0')
tensor(0.0334, device='cuda:0')
tensor(0.3544, device='cuda:0')
tensor(0.4350, device='cuda:0')
tensor(0.0031, device='cuda:0')
tensor(0.3233, device='cuda:0')
tensor(0.3007, device='cuda:0')
tensor(0.0518, device='cuda:0')
tensor(0.1979, device='cuda:0')
tensor(0.0583, device='cuda:0')
tensor(0.0150, device='cuda:0')
tensor(0.0067, device='cuda:0')
tensor(0.0037, device='cuda:0')
tensor(0.1233, device='cuda:0')
