tensor(0.0146, device='cuda:0')
tensor(0.0647, device='cuda:0')
tensor(0.1497, device='cuda:0')
tensor(0.1115, device='cuda:0')
tensor(0.1346, device='cuda:0')
tensor(0.4796, device='cuda:0')
tensor(0.0263, device='cuda:0')
tensor(0.2046, device='cuda:0')
tensor(0.2369, device='cuda:0')
tensor(0.0196, device='cuda:0')
tensor(0.0266, device='cuda:0')
tensor(0.2709, device='cuda:0')
tensor(0.0995, device='cuda:0')
tensor(0.0284, device='cuda:0')
tensor(0.0238, device='cuda:0')
tensor(0.1042, device='cuda:0')
tensor(0.3962, device='cuda:0')
tensor(0.1904, device='cuda:0')
tensor(0.0461, device='cuda:0')
tensor(0.1882, device='cuda:0')
tensor(0.0024, device='cuda:0')
tensor(0.0050, device='cuda:0')
tensor(0.3940, device='cuda:0')
tensor(0.0047, device='cuda:0')
tensor(0.2977, device='cuda:0')
tensor(0.2747, device='cuda:0')
tensor(0.0131, device='cuda:0')
tensor(0.1211, device='cuda:0')
tensor(0.1832, device='cuda:0')
tensor(0.0029, device='cuda:0')
tensor(0.1881, device='cuda:0')
tensor(0.0703, device='cuda:0')
tensor(0.0110, device='cuda:0')
tensor(0.0506, device='cuda:0')
tensor(0.2066, device='cuda:0')
tensor(0.3226, device='cuda:0')
tensor(0.0021, device='cuda:0')
tensor(0.1809, device='cuda:0')
tensor(0.0266, device='cuda:0')
tensor(0.0093, device='cuda:0')
tensor(0.4966, device='cuda:0')
tensor(0.1476, device='cuda:0')
tensor(0.2649, device='cuda:0')
tensor(0.0235, device='cuda:0')
tensor(0.0022, device='cuda:0')
tensor(0.0089, device='cuda:0')
tensor(0.1163, device='cuda:0')
tensor(0.0966, device='cuda:0')
tensor(0.0653, device='cuda:0')
tensor(0.1497, device='cuda:0')
tensor(0.0018, device='cuda:0')
tensor(0.0351, device='cuda:0')
tensor(0.0294, device='cuda:0')
tensor(0.1022, device='cuda:0')
tensor(0.0416, device='cuda:0')
tensor(0.0799, device='cuda:0')
tensor(0.1207, device='cuda:0')
tensor(0.1960, device='cuda:0')
tensor(0.0821, device='cuda:0')
tensor(0.3489, device='cuda:0')
tensor(0.2824, device='cuda:0')
tensor(0.0232, device='cuda:0')
tensor(0.1961, device='cuda:0')
tensor(0.1242, device='cuda:0')
tensor(0.1695, device='cuda:0')
tensor(0.2573, device='cuda:0')
tensor(0.0945, device='cuda:0')
tensor(0.2115, device='cuda:0')
tensor(0.0270, device='cuda:0')
tensor(0.0074, device='cuda:0')
tensor(0.0664, device='cuda:0')
tensor(0.0024, device='cuda:0')
tensor(0.0532, device='cuda:0')
tensor(0.0221, device='cuda:0')
tensor(0.0009, device='cuda:0')
tensor(0.2225, device='cuda:0')
tensor(0.0079, device='cuda:0')
tensor(0.1747, device='cuda:0')
tensor(0.0505, device='cuda:0')
tensor(0.1737, device='cuda:0')
tensor(0.0344, device='cuda:0')
tensor(0.1197, device='cuda:0')
tensor(0.2428, device='cuda:0')
tensor(0.1452, device='cuda:0')
tensor(0.0999, device='cuda:0')
tensor(0.0668, device='cuda:0')
tensor(0.0865, device='cuda:0')
tensor(0.0052, device='cuda:0')
tensor(0.0985, device='cuda:0')
tensor(0.3499, device='cuda:0')
tensor(0.0113, device='cuda:0')
tensor(0.0255, device='cuda:0')
tensor(0.2276, device='cuda:0')
tensor(0.0594, device='cuda:0')
tensor(0.3644, device='cuda:0')
tensor(0.0622, device='cuda:0')
tensor(0.0066, device='cuda:0')
tensor(0.2083, device='cuda:0')
tensor(0.0514, device='cuda:0')
tensor(0.2029, device='cuda:0')
tensor(0.1045, device='cuda:0')
tensor(0.1021, device='cuda:0')
tensor(0.1487, device='cuda:0')
tensor(0.2591, device='cuda:0')
tensor(0.0748, device='cuda:0')
tensor(0.2031, device='cuda:0')
tensor(0.2896, device='cuda:0')
tensor(0.0187, device='cuda:0')
tensor(0.0247, device='cuda:0')
tensor(0.0314, device='cuda:0')
tensor(0.1062, device='cuda:0')
tensor(0.1618, device='cuda:0')
tensor(0.0064, device='cuda:0')
tensor(0.1074, device='cuda:0')
tensor(0.0332, device='cuda:0')
tensor(0.3098, device='cuda:0')
tensor(0.3619, device='cuda:0')
tensor(0.1335, device='cuda:0')
tensor(0.2166, device='cuda:0')
tensor(0.1094, device='cuda:0')
tensor(0.0421, device='cuda:0')
tensor(0.2116, device='cuda:0')
tensor(0.1849, device='cuda:0')
tensor(0.0770, device='cuda:0')
tensor(0.0125, device='cuda:0')
tensor(0.0132, device='cuda:0')
tensor(0.2274, device='cuda:0')
tensor(0.1222, device='cuda:0')
tensor(0.0096, device='cuda:0')
tensor(0.1037, device='cuda:0')
tensor(0.1765, device='cuda:0')
tensor(0.0090, device='cuda:0')
tensor(0.0880, device='cuda:0')
tensor(0.1955, device='cuda:0')
tensor(0.1081, device='cuda:0')
tensor(0.1123, device='cuda:0')
tensor(0.1448, device='cuda:0')
tensor(0.1258, device='cuda:0')
tensor(0.0063, device='cuda:0')
tensor(0.0736, device='cuda:0')
tensor(0.3669, device='cuda:0')
tensor(0.0047, device='cuda:0')
tensor(0.0007, device='cuda:0')
tensor(0.0919, device='cuda:0')
tensor(0.3565, device='cuda:0')
tensor(0.1048, device='cuda:0')
tensor(0.1152, device='cuda:0')
tensor(0.0839, device='cuda:0')
tensor(0.0102, device='cuda:0')
tensor(0.0097, device='cuda:0')
tensor(0.1894, device='cuda:0')
tensor(0.1347, device='cuda:0')
tensor(0.1783, device='cuda:0')
tensor(0.1767, device='cuda:0')
tensor(0.2794, device='cuda:0')
tensor(0.1175, device='cuda:0')
tensor(0.0167, device='cuda:0')
tensor(0.2435, device='cuda:0')
tensor(0.0647, device='cuda:0')
tensor(0.0934, device='cuda:0')
tensor(0.0046, device='cuda:0')
tensor(0.0071, device='cuda:0')
tensor(0.3635, device='cuda:0')
tensor(0.0483, device='cuda:0')
tensor(0.1585, device='cuda:0')
tensor(0.1524, device='cuda:0')
tensor(0.1653, device='cuda:0')
tensor(0.2643, device='cuda:0')
tensor(0.0011, device='cuda:0')
tensor(0.0085, device='cuda:0')
tensor(0.1977, device='cuda:0')
tensor(0.0748, device='cuda:0')
tensor(0.0904, device='cuda:0')
tensor(0.1403, device='cuda:0')
tensor(0.5043, device='cuda:0')
tensor(0.2710, device='cuda:0')
tensor(0.0258, device='cuda:0')
tensor(0.0609, device='cuda:0')
tensor(0.1501, device='cuda:0')
tensor(0.3810, device='cuda:0')
tensor(0.0086, device='cuda:0')
tensor(0.0838, device='cuda:0')
tensor(0.1778, device='cuda:0')
tensor(0.0097, device='cuda:0')
tensor(0.1743, device='cuda:0')
tensor(0.0079, device='cuda:0')
tensor(0.1255, device='cuda:0')
tensor(0.1178, device='cuda:0')
tensor(0.2741, device='cuda:0')
tensor(0.1710, device='cuda:0')
tensor(0.0405, device='cuda:0')
tensor(0.2274, device='cuda:0')
tensor(0.3061, device='cuda:0')
tensor(0.0341, device='cuda:0')
tensor(0.0147, device='cuda:0')
tensor(0.1783, device='cuda:0')
tensor(0.0715, device='cuda:0')
tensor(0.2616, device='cuda:0')
tensor(0.0706, device='cuda:0')
tensor(0.3805, device='cuda:0')
tensor(0.1280, device='cuda:0')
tensor(0.0662, device='cuda:0')
tensor(0.0738, device='cuda:0')
tensor(0.0850, device='cuda:0')
tensor(0.0309, device='cuda:0')
tensor(0.0473, device='cuda:0')
tensor(0.0190, device='cuda:0')
tensor(0.0569, device='cuda:0')
tensor(0.0167, device='cuda:0')
tensor(0.0070, device='cuda:0')
tensor(0.0050, device='cuda:0')
tensor(0.1577, device='cuda:0')
tensor(0.1915, device='cuda:0')
tensor(0.3636, device='cuda:0')
tensor(0.0561, device='cuda:0')
tensor(0.0964, device='cuda:0')
tensor(0.2954, device='cuda:0')
tensor(0.0750, device='cuda:0')
tensor(0.2555, device='cuda:0')
tensor(0.1225, device='cuda:0')
tensor(0.2999, device='cuda:0')
tensor(0.0515, device='cuda:0')
tensor(0.3137, device='cuda:0')
tensor(0.2473, device='cuda:0')
tensor(0.1487, device='cuda:0')
tensor(0.2448, device='cuda:0')
tensor(0.0312, device='cuda:0')
tensor(0.0738, device='cuda:0')
tensor(0.0111, device='cuda:0')
tensor(0.0154, device='cuda:0')
tensor(0.0072, device='cuda:0')
tensor(0.1163, device='cuda:0')
tensor(0.0463, device='cuda:0')
tensor(0.1468, device='cuda:0')
tensor(0.0677, device='cuda:0')
tensor(0.0112, device='cuda:0')
tensor(0.0559, device='cuda:0')
tensor(0.0026, device='cuda:0')
tensor(0.0054, device='cuda:0')
tensor(0.1848, device='cuda:0')
tensor(0.4103, device='cuda:0')
tensor(0.1828, device='cuda:0')
tensor(0.1194, device='cuda:0')
tensor(0.2342, device='cuda:0')
tensor(0.0897, device='cuda:0')
tensor(0.1356, device='cuda:0')
tensor(0.1160, device='cuda:0')
tensor(0.0153, device='cuda:0')
tensor(0.0509, device='cuda:0')
